sample_id,participant,phase,sample_date,pm_conc_ug_m3,bc_conc_ug_m3,country
2488,m,baseline,5/22/19 12:14,30.76262834,3.51,ghana
2489,m,followup2,5/22/19 12:31,24.66155749,2.11,ghana
2490,m,baseline,5/22/19 11:33,61.82933539,4.26,ghana
2491,m,baseline,5/21/19 16:15,132.9376818,6.48,ghana
2492,m,baseline,5/21/19 16:15,132.9376818,6.48,ghana
2493,o,baseline,5/24/19 10:00,164.7955997,5.78,ghana
2494,o,baseline,5/24/19 10:00,164.7955997,5.78,ghana
2495,m,followup2,5/24/19 11:15,269.5161211,6.27,ghana
2496,m,followup2,5/24/19 11:15,269.5161211,6.27,ghana
2497,m,followup1,5/24/19 12:27,432.2186127,2.88,ghana
2498,o,followup1,5/27/19 09:49,20.87951476,1.32,ghana
2499,m,followup2,5/24/19 09:01,16.32568022,0.62,ghana
2500,m,followup2,5/24/19 09:01,16.32568022,0.62,ghana
2501,o,followup2,5/24/19 09:01,22.19351774,1.09,ghana
2502,m,baseline,5/24/19 10:00,176.345194,6.3,ghana
2503,m,baseline,5/24/19 10:07,189.7657654,4.66,ghana
2504,o,followup2,5/29/19 13:15,68.80108092,4.77,ghana
2505,o,followup2,5/29/19 10:53,13.76252533,1.17,ghana
2506,o,followup2,5/29/19 10:53,13.76252533,1.17,ghana
2507,m,followup1,5/27/19 11:04,53.90322422,3.35,ghana
2508,m,followup1,5/27/19 11:42,38.80752701,2.15,ghana
2509,m,baseline,5/27/19 07:55,173.4608406,5.24,ghana
2510,m,followup1,5/27/19 09:12,6.972432358,1.12,ghana
2511,m,followup2,5/27/19 20:58,74.5066698,4.32,ghana
2512,m,followup2,5/27/19 20:58,74.5066698,4.32,ghana
2513,m,followup1,5/27/19 11:42,33.87431655,2.16,ghana
2514,m,followup2,5/29/19 13:15,63.0782411,4.15,ghana
2515,m,followup2,5/29/19 13:15,63.0782411,4.15,ghana
2516,m,baseline,5/27/19 10:00,122.0959173,5.57,ghana
2517,m,followup2,5/27/19 10:13,12.566603,1.95,ghana
2518,m,followup2,5/27/19 10:13,12.566603,1.95,ghana
2519,m,baseline,5/27/19 09:40,85.26983132,4.73,ghana
2520,m,followup1,5/27/19 09:31,76.59726416,4.6,ghana
2521,m,followup2,5/27/19 12:33,121.1265237,4.94,ghana
2522,m,baseline,5/28/19 19:17,202.0370725,4.45,ghana
2523,m,baseline,5/28/19 19:17,202.0370725,4.45,ghana
2524,m,baseline,5/27/19 11:25,97.64568593,7.75,ghana
2525,m,baseline,5/27/19 11:25,97.64568593,7.75,ghana
2526,m,baseline,5/27/19 12:09,98.11947524,5.33,ghana
2527,m,baseline,5/27/19 12:09,98.11947524,5.33,ghana
2528,m,followup1,5/27/19 09:49,14.85962229,1.54,ghana
2529,o,baseline,5/27/19 12:51,46.33383528,4.18,ghana
2530,o,baseline,5/27/19 12:51,46.33383528,4.18,ghana
2531,o,baseline,5/27/19 12:51,46.33383528,4.18,ghana
2532,m,followup2,5/29/19 12:42,11.52582967,2.86,ghana
2533,m,baseline,5/29/19 12:11,561.0737866,2.69,ghana
2534,m,baseline,5/29/19 08:57,207.4401471,9.71,ghana
2535,m,baseline,5/29/19 09:42,163.3958099,6.9,ghana
2536,m,baseline,5/29/19 09:42,163.3958099,6.9,ghana
2537,m,followup1,6/12/19 09:44,17.87038609,0.93,ghana
2538,m,baseline,5/31/19 11:15,443.0158428,58.33,ghana
2539,m,baseline,5/29/19 09:06,138.4848105,3,ghana
2540,m,baseline,5/29/19 09:06,138.4848105,3,ghana
2541,m,followup2,5/29/19 10:09,52.0388333,4.32,ghana
2542,m,followup2,5/29/19 10:09,61.08689726,4.3,ghana
2543,m,followup2,5/31/19 10:52,20.78095602,1.67,ghana
2544,m,followup1,5/31/19 08:44,15.21676575,1.58,ghana
2545,m,followup1,5/31/19 08:44,15.21676575,1.58,ghana
2546,m,followup1,5/29/19 21:17,489.3420359,5.63,ghana
2547,m,followup1,5/29/19 21:17,489.3420359,5.63,ghana
2548,m,followup2,5/31/19 11:26,48.99233403,5.61,ghana
2549,m,followup1,5/31/19 09:06,396.1542917,5.3,ghana
2550,m,followup1,5/31/19 09:37,33.31441049,3.11,ghana
2551,m,followup1,5/31/19 09:37,33.31441049,3.11,ghana
2552,m,followup1,5/31/19 10:43,332.5943622,13.23,ghana
2553,m,followup1,5/31/19 09:37,43.94390368,2.97,ghana
2554,m,followup2,6/3/19 09:32,88.95147559,3.88,ghana
2555,m,followup2,6/3/19 09:51,3.457748902,1.04,ghana
2556,m,baseline,6/3/19 10:24,58.97734441,2.96,ghana
2557,o,followup1,6/3/19 12:34,37.72244813,3.46,ghana
2558,o,followup1,6/3/19 12:34,37.72244813,3.46,ghana
2559,m,followup1,6/3/19 11:07,121.1657779,4.06,ghana
2560,m,baseline,6/3/19 09:53,8.109019199,0.77,ghana
2561,m,baseline,6/3/19 09:11,313.4068485,4.16,ghana
2562,m,followup1,6/3/19 08:52,4.711915453,0.76,ghana
2563,m,followup1,6/3/19 08:52,4.711915453,0.76,ghana
2564,m,followup1,6/3/19 12:34,22.3815984,1.87,ghana
2565,m,baseline,6/3/19 10:03,175.7891741,6.1,ghana
2566,m,baseline,6/3/19 07:42,50.49409845,3.83,ghana
2567,m,baseline,6/3/19 07:42,50.49409845,3.83,ghana
2568,m,baseline,6/5/19 10:36,233.090768,6.52,ghana
2569,m,baseline,6/5/19 10:36,233.090768,6.52,ghana
2570,m,followup2,6/5/19 11:39,13.84498235,1.55,ghana
2571,m,followup2,6/3/19 13:16,131.0260096,5.45,ghana
2572,m,followup2,6/3/19 13:16,131.0260096,5.45,ghana
2573,m,baseline,6/5/19 09:37,316.4355473,6.36,ghana
2574,m,followup1,6/3/19 21:13,48.81323784,3.23,ghana
2575,m,baseline,6/5/19 13:05,74.79385662,6.22,ghana
2576,m,baseline,6/3/19 21:12,143.3596389,4.66,ghana
2577,m,baseline,6/3/19 21:12,143.3596389,4.66,ghana
2578,m,followup1,6/5/19 11:07,157.9038665,7.08,ghana
2579,m,followup2,6/3/19 21:14,328.8694731,1.27,ghana
2580,m,followup2,6/5/19 11:52,16.6611394,1.35,ghana
2581,m,followup2,6/5/19 11:52,16.6611394,1.35,ghana
2582,m,followup1,6/5/19 09:33,114.8676885,4.7,ghana
2583,m,followup2,6/5/19 09:16,328.2950138,5.4,ghana
2584,m,followup1,6/5/19 12:47,2.359957655,0.83,ghana
2585,o,followup2,6/5/19 12:00,23.44038884,1.64,ghana
2586,m,followup2,6/7/19 10:15,76.32362218,10.26,ghana
2587,m,baseline,6/6/19 08:44,186.4366547,5.35,ghana
2588,m,followup2,6/6/19 08:44,42.57496454,2.17,ghana
2589,m,followup1,6/7/19 10:50,27.89327877,4.2,ghana
2590,m,followup1,6/7/19 10:50,27.89327877,4.2,ghana
2591,m,followup2,6/7/19 11:17,47.22123784,2.73,ghana
2592,m,followup2,6/7/19 11:17,47.22123784,2.73,ghana
2593,m,followup1,6/7/19 11:05,293.6478947,8.67,ghana
2594,m,followup1,6/7/19 12:22,71.53560058,3.13,ghana
2595,m,followup1,6/7/19 12:22,71.53560058,3.13,ghana
2596,m,baseline,6/10/19 10:13,57.9172941,4.44,ghana
2597,m,baseline,6/6/19 08:43,218.4309378,7.29,ghana
2598,m,baseline,6/6/19 08:43,218.4309378,7.29,ghana
2599,m,followup1,6/10/19 09:16,28.22365601,3.23,ghana
2600,m,baseline,6/10/19 09:01,116.6305092,5.09,ghana
2601,m,baseline,6/10/19 09:01,116.6305092,5.09,ghana
2602,m,baseline,6/7/19 17:52,312.6307544,8.86,ghana
2603,m,baseline,6/7/19 17:52,312.6307544,8.86,ghana
2604,m,followup2,6/10/19 10:58,17.49180023,1.34,ghana
2605,m,followup2,6/10/19 10:58,17.49180023,1.34,ghana
2606,m,baseline,6/10/19 10:35,190.2255578,5.43,ghana
2607,m,followup1,6/10/19 11:19,19.79083417,1.84,ghana
2608,m,baseline,6/10/19 11:09,289.2737851,7.89,ghana
2609,m,followup1,6/10/19 10:22,10.23125672,0.83,ghana
2610,m,followup1,6/10/19 10:22,10.23125672,0.83,ghana
2611,m,baseline,6/21/19 11:03,357.9288776,10.19,ghana
2612,m,baseline,6/12/19 09:43,88.3599683,4.61,ghana
2613,m,baseline,6/12/19 09:43,88.3599683,4.61,ghana
2614,m,baseline,6/12/19 12:02,113.5334909,9.62,ghana
2615,m,baseline,6/12/19 10:22,27.03432853,2.59,ghana
2616,m,followup1,6/10/19 21:13,24.2469634,1.57,ghana
2617,m,followup1,6/12/19 08:57,60.79825728,2.34,ghana
2618,m,followup1,6/12/19 08:57,60.79825728,2.34,ghana
2619,m,baseline,6/12/19 10:33,138.4366363,5.99,ghana
2620,m,followup1,6/14/19 11:14,116.2219949,4.53,ghana
2621,m,followup1,6/12/19 10:37,24.73755613,0.94,ghana
2622,m,followup1,6/12/19 10:37,24.73755613,0.94,ghana
2623,m,baseline,6/12/19 10:02,90.95736121,4.3,ghana
2624,m,baseline,6/12/19 09:10,55.7467745,5.35,ghana
2625,m,baseline,6/12/19 09:10,55.7467745,5.35,ghana
2626,m,followup1,6/12/19 09:56,27.34455853,2.88,ghana
2627,m,followup1,6/12/19 10:14,31.11974012,2.61,ghana
2628,m,followup1,6/17/19 11:02,25.52615299,2.46,ghana
2629,m,followup1,6/17/19 11:02,25.52615299,2.46,ghana
2630,m,followup1,6/12/19 09:53,16.32568022,2.28,ghana
2631,m,baseline,6/12/19 08:56,172.5044455,6.09,ghana
2632,m,followup2,6/12/19 12:12,34.15582816,3.37,ghana
2633,m,followup2,6/17/19 11:21,84.84205625,4.36,ghana
2634,m,followup2,6/17/19 11:21,84.84205625,4.36,ghana
2635,m,followup1,6/12/19 12:19,19.75773913,1.88,ghana
2636,m,followup1,6/14/19 12:01,23.20559363,1.63,ghana
2637,m,followup1,6/14/19 12:01,23.20559363,1.63,ghana
2638,m,followup1,6/12/19 21:17,74.91789287,3.87,ghana
2639,m,baseline,6/14/19 08:52,102.7217077,6.78,ghana
2640,m,followup1,6/14/19 10:25,200.7034944,5.51,ghana
2641,m,followup1,6/14/19 10:25,200.7034944,5.51,ghana
2642,m,followup1,6/14/19 10:46,10.75446854,1.29,ghana
2643,m,followup1,6/14/19 11:03,202.0778194,2.08,ghana
2644,m,followup1,6/14/19 10:41,13.67227926,1.41,ghana
2645,m,followup1,6/14/19 10:41,13.67227926,1.41,ghana
2646,m,baseline,6/14/19 11:53,29.05549871,2.24,ghana
2647,m,baseline,6/14/19 11:53,29.05549871,2.24,ghana
2648,m,followup1,6/14/19 11:04,372.1415892,4.46,ghana
2649,m,followup1,6/14/19 11:04,372.1415892,4.46,ghana
2650,o,baseline,6/14/19 09:53,89.64083711,4.72,ghana
2651,o,followup1,6/14/19 09:04,76.46224049,3.09,ghana
2652,m,followup1,6/14/19 09:39,37.3158405,2.93,ghana
2653,m,followup1,6/14/19 09:39,37.3158405,2.93,ghana
2654,m,baseline,6/14/19 09:50,78.79103969,4.75,ghana
2655,m,baseline,6/14/19 09:50,78.79103969,4.75,ghana
2656,m,followup1,6/14/19 09:01,16.38064884,1.59,ghana
2657,m,followup1,6/14/19 09:01,16.38064884,1.59,ghana
2658,m,followup2,6/14/19 11:22,25.27300106,2.61,ghana
2659,m,followup2,6/14/19 11:22,25.27300106,2.61,ghana
2660,m,followup1,6/14/19 09:41,33.48042915,2.31,ghana
2661,m,followup1,6/17/19 12:35,34.92500147,3.39,ghana
2662,m,followup1,6/17/19 10:31,670.791239,2.79,ghana
2663,m,baseline,6/15/19 08:30,41.28757599,3,ghana
2664,m,baseline,6/17/19 11:44,88.34841473,4.53,ghana
2665,m,followup2,6/17/19 11:36,12.69947313,0.36,ghana
2666,m,baseline,6/17/19 10:04,111.6154476,3.64,ghana
2667,m,baseline,6/17/19 10:04,111.6154476,3.64,ghana
2668,o,followup1,6/17/19 11:38,50.24150814,3.52,ghana
2669,o,followup1,6/17/19 11:38,50.24150814,3.52,ghana
2670,o,baseline,6/17/19 10:47,33.3695668,3.02,ghana
2671,o,baseline,6/17/19 10:47,33.3695668,3.02,ghana
2672,m,baseline,6/17/19 10:47,74.38207671,4.94,ghana
2673,m,followup1,6/17/19 11:38,45.78596899,2.14,ghana
2674,m,followup1,6/17/19 11:38,45.78596899,2.14,ghana
2675,m,followup2,6/17/19 11:06,16.32568022,1.4,ghana
2676,o,followup2,6/17/19 11:21,178.3243003,5.51,ghana
2677,m,baseline,6/17/19 11:18,48.79965059,4.46,ghana
2678,m,followup1,6/17/19 08:32,7.055914003,1.59,ghana
2679,m,followup1,6/17/19 08:32,7.055914003,1.59,ghana
2680,m,followup1,6/17/19 11:11,13.58334229,0.77,ghana
2681,m,followup2,6/19/19 09:18,47.49218117,4.45,ghana
2682,m,followup2,6/19/19 09:18,47.49218117,4.45,ghana
2683,m,baseline,6/19/19 10:56,59.97526902,4.75,ghana
2684,m,followup2,6/18/19 20:38,115.6418518,7.68,ghana
2685,m,followup1,6/19/19 10:34,14.29700438,1.11,ghana
2686,o,followup1,6/19/19 10:34,16.63265882,2.35,ghana
2687,o,followup1,6/19/19 10:34,16.63265882,2.35,ghana
2688,m,baseline,6/19/19 11:22,230.8878301,33.92,ghana
2689,o,followup2,6/19/19 11:25,83.54013707,4.97,ghana
2690,o,baseline,6/19/19 11:22,167.7225692,20.58,ghana
2691,m,baseline,6/19/19 08:33,182.8967182,4.89,ghana
2692,m,followup2,6/19/19 09:53,17.46250073,1.63,ghana
2693,m,followup2,6/19/19 10:35,38.01750587,5.46,ghana
2694,m,followup2,6/19/19 10:35,38.01750587,5.46,ghana
2695,o,followup2,6/19/19 09:18,35.04239643,4.35,ghana
2696,m,followup2,6/18/19 14:39,154.1904121,4.98,ghana
2697,m,followup2,6/19/19 10:21,222.0323554,8.01,ghana
2698,m,followup1,6/18/19 20:39,67.88980832,6.62,ghana
2699,m,followup1,6/18/19 20:39,67.88980832,6.62,ghana
2700,m,baseline,6/19/19 09:19,45.94117566,3.39,ghana
2701,m,followup2,6/19/19 10:21,242.7766027,7.55,ghana
2702,m,followup2,6/19/19 10:21,242.7766027,7.55,ghana
2703,m,baseline,6/18/19 20:39,126.7004876,5.91,ghana
2704,m,baseline,6/18/19 20:39,126.7004876,5.91,ghana
2705,m,followup2,6/21/19 10:15,9.313333725,1.2,ghana
2706,m,followup1,6/18/19 20:39,239.0176144,5.6,ghana
2707,m,followup2,6/24/19 09:41,377.7214833,5.89,ghana
2708,m,followup1,6/21/19 11:26,168.7707997,9.95,ghana
2709,m,followup1,6/21/19 08:44,-2.293754222,-0.06,ghana
2710,m,followup1,6/21/19 09:09,48.21541235,4.36,ghana
2711,o,baseline,6/21/19 11:01,366.1093202,12.17,ghana
2712,o,baseline,6/21/19 11:01,366.1093202,12.17,ghana
2713,m,followup1,6/21/19 09:22,43.95774117,3.89,ghana
2714,m,followup1,6/21/19 11:18,33.59203058,2.96,ghana
2715,m,followup1,6/21/19 08:45,84.41855181,5.34,ghana
2716,m,followup1,6/21/19 10:08,116.399635,6.38,ghana
2717,m,followup1,6/21/19 10:21,8.121957771,0.34,ghana
2718,o,followup1,6/21/19 08:41,0,0.27,ghana
2719,m,followup2,6/24/19 09:01,19.58893837,0.96,ghana
2720,m,followup2,6/24/19 10:36,187.7453225,5.89,ghana
2721,m,followup2,6/22/19 17:08,13.76252533,1.48,ghana
2722,m,followup2,6/24/19 10:17,179.208553,7.47,ghana
2723,m,followup2,6/24/19 10:17,179.208553,7.47,ghana
2724,m,followup1,6/24/19 10:43,11.48772776,1.95,ghana
2725,m,followup2,6/24/19 10:11,114.846993,7.77,ghana
2726,m,baseline,6/24/19 09:17,109.2486752,7.7,ghana
2727,m,followup1,6/24/19 11:12,4.648879794,0.81,ghana
2728,m,baseline,6/24/19 11:48,434.3797058,6.32,ghana
2729,m,baseline,6/24/19 11:48,434.3797058,6.32,ghana
2730,m,followup1,6/24/19 11:13,87.17043587,5.7,ghana
2731,m,followup1,6/24/19 11:13,87.17043587,5.7,ghana
2732,o,followup1,6/24/19 10:24,87.88780736,14.16,ghana
2733,m,followup2,6/24/19 10:12,56.35196183,2.81,ghana
2734,m,followup2,6/24/19 10:12,56.35196183,2.81,ghana
2735,m,baseline,6/24/19 09:32,80.19317645,7.26,ghana
2736,m,baseline,6/24/19 09:32,80.19317645,7.26,ghana
2737,m,followup1,6/24/19 11:16,45.32657799,2.84,ghana
2738,m,followup2,6/24/19 10:17,205.4209446,7.5,ghana
2739,m,followup2,6/24/19 09:01,15.92709214,0.89,ghana
2740,m,followup2,6/24/19 09:01,15.92709214,0.89,ghana
2741,m,followup1,6/24/19 09:17,18.84766181,0.32,ghana
2742,o,followup1,6/24/19 09:17,14.13574636,0.69,ghana
2743,m,baseline,6/26/19 12:47,15.28781367,1.25,ghana
2744,m,followup1,6/26/19 11:35,20.91995907,0.95,ghana
2745,m,baseline,6/24/19 21:24,55.78655753,4.82,ghana
2746,m,followup2,6/26/19 09:09,11.58345882,0.22,ghana
2747,m,followup2,6/26/19 09:09,11.58345882,0.22,ghana
2748,m,followup2,6/26/19 10:16,37.50462215,2.52,ghana
2749,m,baseline,6/26/19 11:02,166.3460644,7.3,ghana
2750,m,baseline,6/26/19 11:02,166.3460644,7.3,ghana
2751,m,followup1,6/28/19 09:55,18.72074153,1.09,ghana
2752,m,baseline,6/26/19 11:41,42.5045927,2.89,ghana
2753,m,baseline,6/26/19 11:41,42.5045927,2.89,ghana
2754,m,baseline,6/26/19 13:22,71.16118047,7.83,ghana
2755,m,baseline,6/26/19 13:22,71.16118047,7.83,ghana
2756,m,followup1,6/24/19 21:26,111.1544028,7.8,ghana
2757,m,followup1,6/24/19 21:26,111.1544028,7.8,ghana
2758,m,followup1,6/26/19 09:52,24.17417493,0.59,ghana
2759,m,baseline,6/26/19 12:34,614.1381877,9.9,ghana
2760,o,followup1,6/26/19 09:56,153.927842,6.91,ghana
2761,m,baseline,6/26/19 11:05,407.3777241,4.74,ghana
2762,m,followup2,6/26/19 10:51,23.01349435,0.97,ghana
2763,o,followup1,6/26/19 08:45,11.56418518,0.27,ghana
2764,o,followup1,6/26/19 08:45,11.56418518,0.27,ghana
2765,m,followup1,6/24/19 21:24,9.313333725,1.48,ghana
2766,m,followup1,6/24/19 21:24,9.313333725,1.48,ghana
2767,m,baseline,6/26/19 10:08,281.7283452,8,ghana
2768,m,followup1,6/28/19 09:28,107.1073247,6.69,ghana
2769,m,followup1,6/27/19 08:25,78.0110492,5.4,ghana
2770,m,followup1,6/27/19 08:25,78.0110492,5.4,ghana
2771,m,followup2,6/28/19 09:02,33.84776928,2.97,ghana
2772,m,followup2,6/28/19 09:02,33.84776928,2.97,ghana
2773,o,followup2,6/28/19 09:20,74.5066698,4.6,ghana
2774,o,followup2,6/28/19 09:20,74.5066698,4.6,ghana
2775,m,baseline,6/28/19 11:45,16.1629658,0.75,ghana
2776,m,baseline,6/28/19 10:18,133.1116115,3.26,ghana
2777,m,baseline,6/28/19 11:03,61.77844704,4.04,ghana
2778,m,followup2,6/27/19 08:25,34.16138703,2.93,ghana
2779,m,followup2,6/28/19 10:46,24.24444869,1.09,ghana
2780,m,baseline,6/28/19 12:34,73.71291977,8.15,ghana
2781,m,baseline,6/28/19 12:34,73.71291977,8.15,ghana
2782,m,followup1,6/27/19 08:25,24.44750103,0.96,ghana
2783,o,followup1,6/28/19 11:15,22.2683694,1,ghana
2784,o,followup1,6/28/19 11:15,22.2683694,1,ghana
2785,m,followup2,6/27/19 12:51,177.0382548,6.55,ghana
2786,m,followup2,7/2/19 09:14,93.53593665,5.07,ghana
2787,m,followup2,7/2/19 10:15,191.4461475,6.52,ghana
2788,m,followup1,7/2/19 10:24,25.91553499,1.36,ghana
2789,m,followup1,7/2/19 08:43,29.39964168,1.97,ghana
2790,m,followup1,7/2/19 08:43,29.39964168,1.97,ghana
2791,m,followup2,7/2/19 09:34,182.0530431,5.73,ghana
2792,m,followup2,7/2/19 09:34,182.0530431,5.73,ghana
2793,m,followup2,7/2/19 11:06,43.73346698,2.6,ghana
2794,m,followup2,7/2/19 11:06,43.73346698,2.6,ghana
2795,m,followup1,7/2/19 10:42,29.25115864,1.11,ghana
2796,m,followup2,7/2/19 10:00,37.56797455,2.66,ghana
2797,m,followup2,7/2/19 10:00,35.27957001,2.64,ghana
2798,m,followup2,7/2/19 10:00,35.27957001,2.64,ghana
2799,o,followup1,7/2/19 10:24,26.68643268,1.59,ghana
2800,m,followup2,7/2/19 09:13,24.12422829,0.97,ghana
2801,m,followup2,7/2/19 08:42,11.70046346,0.66,ghana
2802,m,followup2,7/2/19 08:42,11.70046346,0.66,ghana
2803,m,followup2,7/2/19 09:53,347.5037646,6.43,ghana
2804,m,followup1,7/2/19 11:00,17.58029163,0.43,ghana
2805,m,followup2,7/2/19 09:14,86.58731677,4.52,ghana
2806,m,followup1,7/4/19 11:22,116.3251002,5.56,ghana
2807,m,followup2,7/4/19 12:56,114.2797615,6.9,ghana
2808,m,followup1,7/4/19 11:12,85.14992908,6.94,ghana
2809,m,followup1,7/4/19 11:12,85.14992908,6.94,ghana
2810,m,baseline,7/4/19 09:37,155.9752871,4.77,ghana
2811,o,followup1,7/4/19 09:22,23.92452768,0.77,ghana
2812,m,followup2,7/4/19 11:02,15.05849647,0.42,ghana
2813,m,followup2,7/4/19 11:02,15.05849647,0.42,ghana
2814,m,followup1,7/4/19 10:23,136.2075057,7.32,ghana
2815,m,followup1,7/4/19 10:23,136.2075057,7.32,ghana
2816,m,baseline,7/3/19 08:41,65.19333608,5.09,ghana
2817,m,baseline,7/4/19 12:06,129.0404859,7.73,ghana
2818,m,followup1,7/4/19 08:44,26.94528637,0.51,ghana
2819,m,baseline,7/4/19 08:48,56.57038029,3.27,ghana
2820,m,baseline,7/4/19 08:48,56.57038029,3.27,ghana
2821,m,followup1,7/4/19 09:02,25.69775738,1.17,ghana
2822,m,followup2,7/4/19 10:20,21.06083422,1.36,ghana
2823,m,followup2,7/4/19 10:20,21.06083422,1.36,ghana
2824,m,followup1,7/4/19 11:36,15.08363586,0.84,ghana
2825,m,followup1,7/3/19 08:46,11.73999205,0.47,ghana
2826,m,followup1,7/4/19 09:52,33.48042915,1.4,ghana
2827,m,followup1,7/4/19 09:52,33.48042915,1.4,ghana
2828,m,followup1,7/4/19 10:31,78.95094136,4.61,ghana
2829,m,followup1,7/4/19 10:31,78.95094136,4.61,ghana
2830,o,baseline,7/8/19 09:53,93.82601645,4.76,ghana
2831,o,baseline,7/8/19 11:09,180.1016189,5.73,ghana
2832,o,baseline,7/8/19 11:09,180.1016189,5.73,ghana
2833,m,followup1,7/8/19 08:45,12.7418047,0.75,ghana
2834,m,followup1,7/8/19 08:45,12.7418047,0.75,ghana
2835,m,followup1,7/8/19 11:40,84.31238879,3.66,ghana
2836,m,baseline,7/8/19 11:09,154.967895,5.88,ghana
2837,m,followup1,7/5/19 14:47,300.2243409,21.14,ghana
2838,m,followup1,7/5/19 14:47,300.2243409,21.14,ghana
2839,m,baseline,7/8/19 10:21,310.8622112,11.27,ghana
2840,m,baseline,7/8/19 10:21,310.8622112,11.27,ghana
2841,m,followup2,7/8/19 08:53,63.07631358,4.1,ghana
2842,m,followup2,7/8/19 09:48,62.75987722,3.07,ghana
2843,m,followup2,7/8/19 09:48,62.75987722,3.07,ghana
2844,m,baseline,7/8/19 10:29,288.9096407,5.78,ghana
2845,m,baseline,7/8/19 10:29,288.9096407,5.78,ghana
2846,m,baseline,7/5/19 14:52,61.25490088,3.51,ghana
2847,m,baseline,7/8/19 09:53,48.73174663,3.25,ghana
2848,m,baseline,7/8/19 09:52,208.1504265,4.33,ghana
2849,m,baseline,7/8/19 09:20,192.801092,7.61,ghana
2850,m,followup2,7/8/19 08:57,12.78441943,0.95,ghana
2851,o,followup2,7/8/19 12:11,30.52397933,2.47,ghana
2852,m,followup2,7/8/19 12:11,11.26430355,1.02,ghana
2853,m,followup2,7/10/19 09:45,400.4733502,6.33,ghana
2854,m,baseline,7/10/19 09:38,670.8799222,6.09,ghana
2855,m,baseline,7/10/19 09:38,670.8799222,6.09,ghana
2856,m,baseline,7/10/19 11:38,94.41182476,7.4,ghana
2857,m,baseline,7/10/19 12:16,156.5227041,7.9,ghana
2858,m,baseline,7/10/19 12:16,156.5227041,7.9,ghana
2859,m,followup1,7/10/19 10:29,126.894172,4.7,ghana
2860,m,followup2,7/9/19 08:10,431.7820863,5.69,ghana
2861,m,followup1,7/10/19 09:22,38.41750162,1.72,ghana
2862,m,baseline,7/10/19 08:46,109.3003294,5.66,ghana
2863,m,followup1,7/10/19 11:17,224.8434232,4.85,ghana
2864,m,followup1,7/9/19 08:10,21.27574069,1.56,ghana
2865,m,followup1,7/10/19 10:42,256.9775738,21.95,ghana
2866,o,baseline,7/9/19 21:29,67.71868234,4.28,ghana
2867,m,baseline,7/10/19 07:54,63.0782411,5.37,ghana
2868,o,followup1,7/10/19 12:07,165.6378653,5.07,ghana
2869,o,followup1,7/10/19 12:07,165.6378653,5.07,ghana
2870,m,baseline,7/10/19 09:03,180.8544956,4.19,ghana
2871,m,followup1,7/10/19 12:07,251.4600106,5.04,ghana
2872,m,followup1,7/11/19 08:07,30.16727172,1.28,ghana
2873,m,followup1,7/11/19 08:07,108.7738308,5.03,ghana
2874,m,followup2,7/11/19 08:07,18.5644749,1.54,ghana
2875,m,baseline,7/12/19 09:46,37.97226567,4.13,ghana
2876,m,followup2,7/12/19 11:17,106.2137752,6.1,ghana
2877,m,baseline,7/12/19 08:36,61.52525669,5.31,ghana
2878,m,followup2,7/12/19 08:55,11.88047059,1.02,ghana
2879,m,followup2,7/12/19 08:55,11.88047059,1.02,ghana
2880,m,followup2,7/12/19 09:16,207.1998597,4.48,ghana
2881,m,followup2,7/12/19 09:16,207.1998597,4.48,ghana
2882,m,followup1,7/11/19 08:05,86.28494836,5.38,ghana
2883,m,followup1,7/11/19 08:05,86.28494836,5.38,ghana
2884,m,followup1,7/12/19 11:45,3.486659846,0.18,ghana
2885,m,followup1,7/12/19 11:45,17.34627777,1,ghana
2886,m,followup1,7/12/19 11:45,17.34627777,1,ghana
2887,m,followup2,7/11/19 22:14,40.81420054,2.15,ghana
2888,m,followup2,7/12/19 11:36,24.12422829,1.73,ghana
2889,m,followup2,7/12/19 10:52,12.59486462,1.21,ghana
2890,m,followup2,7/12/19 10:21,77.77171286,5.31,ghana
2891,m,followup2,7/12/19 10:21,77.77171286,5.31,ghana
2892,m,baseline,7/12/19 08:58,94.91720329,5.72,ghana
2893,m,followup2,7/12/19 10:21,151.341673,5.11,ghana
2894,m,followup2,7/12/19 10:21,151.341673,5.11,ghana
2895,m,followup2,7/12/19 11:11,70.77706057,5.03,ghana
2896,m,followup2,7/12/19 11:11,70.77706057,5.03,ghana
2897,m,followup1,7/12/19 11:17,152.3149618,4.5,ghana
2898,m,baseline,7/15/19 10:59,97.1391555,8.59,ghana
2899,m,baseline,7/15/19 10:59,97.1391555,8.59,ghana
2900,m,followup2,7/17/19 11:15,159.9340507,6.69,ghana
2901,m,baseline,7/15/19 12:11,308.8922352,6.71,ghana
2902,m,followup1,7/16/19 09:16,253.1484378,4.29,ghana
2903,m,followup1,7/16/19 09:16,253.1484378,4.29,ghana
2904,m,baseline,7/13/19 14:47,76.46191599,4.51,ghana
2905,m,followup1,7/17/19 09:48,83.7358469,4.83,ghana
2906,m,followup1,7/17/19 09:48,83.7358469,4.83,ghana
2907,m,baseline,7/15/19 10:33,291.2638027,6.42,ghana
2908,m,baseline,7/15/19 11:04,95.50600154,4.42,ghana
2909,m,followup2,7/15/19 12:05,110.595838,5.55,ghana
2910,m,followup1,7/15/19 11:35,66.51887244,3.87,ghana
2911,m,followup1,7/15/19 08:41,52.12556469,2.97,ghana
